,Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of Contract,Product Category,Fiscal Year,Is Multi Currency Allowed For BOQ,Two Stage Tender (Y/N),Independent External Monitor,Published Date,PreBid Meeting Date,Tender Validity in Days,NDA Tender (Y/N),Preferential Bidding allowed,Payment Mode,Bid Opening Date,Organisation Chain,Department,location,Pincode,No of Bids Received,Date of Award Contract,Awarded Price (In Rs),Bidder Name,Value Of Tender (In Rs),Tender Stage,is_flood_tender,positive_keywords_dict,negative_keywords_dict,Season,Scheme,Response Type,Flood Response - Subhead
21880,2020_BoTC_16257_1,TN-345/3,"Construction of CC block road from Katajhar Kahitama PWD connecting road near Labdanguri bazar to Manas Forest boundary with 4 nos. RCC slab culvert. (Phase-I) for Rs. 50.40 lacs under BADP, 2019-20 of Baksa district","Construction of CC block road from Katajhar Kahitama PWD connecting road near Labdanguri bazar to Manas Forest boundary with 4 nos. RCC slab culvert. (Phase-I) for Rs. 50.40 lacs under BADP, 2019-20 of Baksa district",Works,Open Tender,Item Rate,Civil Works,2019-2020,No,No,,03-02-2020 15:00,04-02-2020 11:00,180,No,No,Offline,11-02-2020 11:00,Bodoland Territorial Council||PWD-BTC,Bodoland Territorial Council,Baksa,781372,4.0,,,,5039549,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 2, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,,Preparedness Measures,"{'culvert': 2, 'rcc': 2, 'road': 4}"
21894,2020_ID_16252_1,PRID_T_7_2019_20_90 Dt 03_02_2020,Restoration of Rupahi FIS under SOPD for the year 2019_20 package 1,Construction of Double barrel Box Culvert at Ch. 1950.00 M of Main canal of Rupahi I/S.,Works,Open Tender,Item Rate,Civil Works,2019-2020,No,No,,03-02-2020 18:00,,180,No,No,Offline,13-02-2020 15:00,Irrigation Department||Chief Engineer(Minor Irrigation)-Irrigation Dept,Irrigation Department,Rupahi,781318,5.0,,,,3353461,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 1, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SOPD,Immediate Measures,{'package': 1}
21919,2020_DoWR_16262_1,DHUBRI/2019-20/SOPD-FDR/IV,Restoration and recoupment of breached like damages of road cum bund by flooding of river Brahmaputra at Nichinpur area under SOPD (FDR).,Restoration and recoupment of breached like damages of road cum bund by flooding of river Brahmaputra at Nichinpur area under SOPD (FDR).,Works,Open Tender,Works,Civil Works,2019-2020,No,No,,03-02-2020 18:00,,180,No,No,Online,25-02-2020 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,DHUBRI,783301,2.0,,,,64879852,Technical Bid Opening,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 2, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SOPD,Preparedness Measures,"{'recoupment': 2, 'restoration': 2, 'bund': 2, 'road': 2}"
21920,2020_DoWR_16263_1,JORHAT/2019-20/SOPD-FDR/II,Closing of breach at Ch. 2.80th Km R/B and 1st Km L/B and strengthening of Kakodonga bund both banks from Borholla to Dhodar Ali under SOPD FDR 2019-20.,Closing of breach at Ch. 2.80th Km R/B and 1st Km L/B and strengthening of Kakodonga bund both banks from Borholla to Dhodar Ali under SOPD FDR 2019-20.,Works,Open Tender,Works,Civil Works,2019-2020,No,No,,03-02-2020 18:00,,180,No,No,Online,28-02-2020 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,JORHAT,785001,2.0,,,,172289108,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 2, 'Trench': 0, 'Breach': 2, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SOPD,Preparedness Measures,"{'breach': 2, 'bund': 2}"
21921,2020_DoWR_16266_1,DIBRUGARH/2019-20/SOPD-FDR/II,Reconstruction of Breach like Damaged Embankment of Tengakhat Bund R/B of River Buridehing Up to Jokai R.F. From Ch. 12000m to 18200m (Singimari),Reconstruction of Breach like Damaged Embankment of Tengakhat Bund R/B of River Buridehing Up to Jokai R.F. From Ch. 12000m to 18200m (Singimari),Works,Open Tender,Works,Civil Works,2019-2020,No,No,,03-02-2020 18:00,,180,No,No,Online,28-02-2020 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,DIBRUGARH,786001,2.0,,,,73815698,Technical Bid Opening,True,"{'Flood': 0, 'Embankment': 2, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 2, 'Trench': 0, 'Breach': 2, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SOPD,Preparedness Measures,"{'reconstruction': 2, 'embankment': 2, 'breach': 2, 'bund': 2}"
21922,2020_PWD_16267_1,CT-82/89/2016/85 dated 30.01.2020,SOPD(FDR)_WAC_02,Reconstruction of Flood damage road from HM Road to Kukurmara Nomo Daspara under SOPD (FDR) for the year 2019-20.,Works,Open Tender,Item Rate,Civil Works – Roads,2019-2020,No,No,,03-02-2020 18:00,,90,No,No,Offline,17-02-2020 10:00,Public Works Roads Department,Public Works Roads Department,Mankachar LAC,783121,9.0,,,,6635641,Technical Evaluation,True,"{'Flood': 1, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SOPD,Preparedness Measures,"{'reconstruction': 1, 'road': 2}"
21924,2020_DoWR_16271_1,HAILAKANDI/2019-20/SOPD-FDR/II,Reconstruction of breach like damaged dyke along L/B of river Katakhal from Sahabadpur to Mohammadpur including protection measures.,Reconstruction of breach like damaged dyke along L/B of river Katakhal from Sahabadpur to Mohammadpur including protection measures.,Works,Open Tender,Works,Civil Works,2019-2020,No,No,,03-02-2020 18:00,,180,No,No,Online,25-02-2020 18:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,HAILAKANDI,788152,2.0,,,,121234504,Technical Bid Opening,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 2, 'Culvert': 0, 'Sluice': 0, 'Dyke': 2, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SOPD,Preparedness Measures,"{'protection': 2, 'reconstruction': 2, 'dyke': 2, 'breach': 2}"
21925,2020_PWD_16267_2,CT-82/89/2016/85 dated 30.01.2020,SOPD(FDR)_WAC_04,Reconstruction of flood damaged of Diara Kalapanai road (Ch. 3600.00m to Ch. 6100.00m) under SOPD (FDR) for the year 2019-20.,Works,Open Tender,Item Rate,Civil Works – Roads,2019-2020,No,No,,03-02-2020 18:00,,90,No,No,Offline,17-02-2020 10:00,Public Works Roads Department,Public Works Roads Department,Mankachar LAC,783121,9.0,,,,9054998,Technical Evaluation,True,"{'Flood': 1, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SOPD,Preparedness Measures,"{'reconstruction': 1, 'road': 1}"
21926,2020_PWD_16267_3,CT-82/89/2016/85 dated 30.01.2020,SOPD(FDR)_WAC_05,Reconstruction of Flood damage of Approach road of RCC Br. No. 6/1 on Fakirganj Nidanpur Road under SOPD (FDR) for the year 2019-20.,Works,Open Tender,Item Rate,Civil Works – Roads,2019-2020,No,No,,03-02-2020 18:00,,90,No,No,Offline,17-02-2020 10:00,Public Works Roads Department,Public Works Roads Department,South Salmara LAC,783121,7.0,,,,8120811,Technical Evaluation,True,"{'Flood': 1, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SOPD,Preparedness Measures,"{'reconstruction': 1, 'rcc': 1, 'road': 2}"
21927,2020_PWD_16267_4,CT-82/89/2016/85 dated 30.01.2020,SOPD(FDR)_WAC_28,Reconstruction of flood damaged road from Makrijhora to Piazbari Road under SOPD(FDR) for the year 2019-20.,Works,Open Tender,Item Rate,Civil Works – Roads,2019-2020,No,No,,03-02-2020 18:00,,90,No,No,Offline,17-02-2020 10:00,Public Works Roads Department,Public Works Roads Department,Bilasipara West LAC,783121,5.0,,,,9315693,Technical Evaluation,True,"{'Flood': 1, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SOPD,Preparedness Measures,"{'reconstruction': 1, 'road': 2}"
21928,2020_PWD_16267_5,CT-82/89/2016/85 dated 30.01.2020,SOPD(FDR)_WAC_31,Reconstruction of flood damaged road for NH-31 at Hakama to Udmari via Diabari Road under SOPD(FDR) for the year 2019-20.,Works,Open Tender,Item Rate,Civil Works – Roads,2019-2020,No,No,,03-02-2020 18:00,,90,No,No,Offline,17-02-2020 10:00,Public Works Roads Department,Public Works Roads Department,Bilasipara East LAC,783121,2.0,,,,5760000,Technical Evaluation,True,"{'Flood': 1, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SOPD,Preparedness Measures,"{'reconstruction': 1, 'road': 2}"
21930,2020_PWD_16267_7,CT-82/89/2016/85 dated 30.01.2020,SOPD(FDR)_WAC_39,Reconstruction of Flood damaged of Salbari Oudubi Road (Boulder protection and Geo bag pitching at 6th Km) under SOPD (FDR) for the year 2019-20 under Bongaigaon Rural Road Division.,Works,Open Tender,Item Rate,Civil Works – Roads,2019-2020,No,No,,03-02-2020 18:00,,90,No,No,Offline,17-02-2020 10:00,Public Works Roads Department,Public Works Roads Department,Abhayapuri LAC,783121,0.0,,,,9645995,To be Opened,True,"{'Flood': 1, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SOPD,Preparedness Measures,"{'protection': 1, 'reconstruction': 1, 'road': 2}"
21931,2020_PWD_16267_8,CT-82/89/2016/85 dated 30.01.2020,SOPD(FDR)_WAC_40,Reconstruction of Flood damaged of Road from Nepalikhuti to Krishnai under SOPD (FDR) for the year 2019-20.,Works,Open Tender,Item Rate,Civil Works – Roads,2019-2020,No,No,,03-02-2020 18:00,,90,No,No,Offline,17-02-2020 10:00,Public Works Roads Department,Public Works Roads Department,Goalpara East LAC,783121,5.0,,,,6825916,Technical Evaluation,True,"{'Flood': 1, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SOPD,Preparedness Measures,"{'reconstruction': 1, 'road': 1}"
21932,2020_PWD_16267_9,CT-82/89/2016/85 dated 30.01.2020,SOPD(FDR)_WAC_41,Reconstruction of Flood damages of Lakhipur Khalishavita Road under SOPD(FDR) for the year 2019-20.,Works,Open Tender,Item Rate,Civil Works – Roads,2019-2020,No,No,,03-02-2020 18:00,,90,No,No,Offline,17-02-2020 10:00,Public Works Roads Department,Public Works Roads Department,Jaleswar LAC,783121,11.0,,,,5925788,Technical Evaluation,True,"{'Flood': 1, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SOPD,Preparedness Measures,"{'reconstruction': 1, 'road': 1}"
21933,2020_PWD_16267_10,CT-82/89/2016/85 dated 30.01.2020,SOPD(FDR)_WAC_43,"Reconstruction of Flood damages of Makri Karbala Road under SOPD(FDR) for the year 2019-20 (Earthwork, WBM, PC and SC).",Works,Open Tender,Item Rate,Civil Works – Roads,2019-2020,No,No,,03-02-2020 18:00,,90,No,No,Offline,17-02-2020 10:00,Public Works Roads Department,Public Works Roads Department,Goalpara West LAC,783121,15.0,,,,2549624,Technical Evaluation,True,"{'Flood': 1, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SOPD,Preparedness Measures,"{'reconstruction': 1, 'road': 1}"
21941,2020_DoWR_16277_1,NAGAON/2019-20/SOPD-FDR/II,Construction of Ring Bund from Gakhirkhaiti to Sullung along left bank of river Brahmaputra. PACKAGE 1,Construction of Ring Bund from Gakhirkhaiti to Sullung along left bank of river Brahmaputra.,Works,Open Tender,Works,Civil Works,2019-2020,No,No,,04-02-2020 18:00,,180,No,No,Online,26-02-2020 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,NAGAON,782001,2.0,,,,38444800,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 2, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SOPD,Immediate Measures,{'package': 1}
21942,2020_DoWR_16278_1,NAGAON/2019-20/SOPD-FDR/II,Construction of Ring Bund from Gakhirkhaiti to Sullung along left bank of river Brahmaputra. PACKAGE 2,Construction of Ring Bund from Gakhirkhaiti to Sullung along left bank of river Brahmaputra.,Works,Open Tender,Works,Civil Works,2019-2020,No,No,,04-02-2020 18:00,,180,No,No,Online,26-02-2020 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,NAGAON,782001,2.0,,,,34114199,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 2, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SOPD,Immediate Measures,{'package': 1}
21943,2020_DoWR_16279_1,DHEMAJI/2019-20/SOPD-FDR/I,Extension of Kumatiya R/B dyke (from Sapekhaiti to Champora),Extension of Kumatiya R/B dyke (from Sapekhaiti to Champora),Works,Open Tender,Works,Civil Works,2019-2020,No,No,,04-02-2020 18:00,,180,No,No,Online,26-02-2020 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,DHEMAJI,787057,3.0,,,,136650352,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 2, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SOPD,Preparedness Measures,{'dyke': 2}
21961,2020_PWD_16302_1,CT-82/89/2016/91 adted 04.02.2020,SOPD(FDR)_WAC_38,Reconstruction of Patiladoha Monakosha to Patkata Road embankment damaged due to erosion by river Ulta Khunda under FDR (SOPD) for the year 2019-20 under Bongaigaon District.,Works,Open Tender,Item Rate,Civil Works – Roads,2019-2020,No,No,,05-02-2020 14:00,,90,No,No,Offline,20-02-2020 10:00,Public Works Roads Department,Public Works Roads Department,Abhayapuri South LAC,783121,6.0,,,,8413804,Technical Evaluation,True,"{'Flood': 0, 'Embankment': 1, 'embkt': 0, 'Relief': 0, 'Erosion': 1, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SOPD,Preparedness Measures,"{'reconstruction': 1, 'embankment': 1, 'erosion': 1, 'road': 1}"
21981,2020_DoWR_16299_1,BARPETA/2019-20/SOPD-FDR/IV,Protection of Barapeta Cattle Farm and its  adjoining area from the erosion of river Beki on its L/B.,Protection of Barapeta Cattle Farm and its adjoining area from the erosion of river Beki on its L/B.,Works,Open Tender,Works,Civil Works,2019-2020,No,No,,05-02-2020 18:00,,180,No,No,Online,27-02-2020 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,BARPETA,781301,4.0,,,,49504915,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 2, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SOPD,Preparedness Measures,"{'protection': 2, 'erosion': 2}"
21982,2020_PWD_16307_1,CE/Commn/42/19-20/6_Rajartilla,Rajartilla on Katigorah Harinagar Road,Reconstruction of flood damage under SOPD(FDR) for the year 2019-20 (Reconstruction of Breach at Rajartilla on Katigorah Harinagar Road from Ch.7238.00M to Ch.7493.00M) Length 255.00m,Works,Open Tender,Item Rate,Civil Works – Roads,2019-2020,No,No,,05-02-2020 18:00,,180,No,No,Offline,19-02-2020 14:10,Public Works Roads Department||CE PWD(R) - PWD||Traffic Engineering Cell - PWD,Public Works Roads Department,Cachar,788805,1.0,,,,28107000,AOC,True,"{'Flood': 1, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 1, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SOPD,Preparedness Measures,"{'reconstruction': 2, 'breach': 1, 'road': 2}"
21983,2020_PWD_16311_1,CE/Commn/42/2019-20/7_Kampur,Kampur Chaparmukh Raha segment,"Reconstnn of Protection of Road Shoulders, erroded by flood water of River Kapili during the month of July19, at 71st Km of SH-17, (Kampur Chaparmukh Raha segment ) under SOPD (FDR) for the year 2019-20.",Works,Open Tender,Item Rate,Civil Works – Roads,2019-2020,No,No,,05-02-2020 18:00,,180,No,No,Offline,19-02-2020 14:10,Public Works Roads Department||CE PWD(R) - PWD||Traffic Engineering Cell - PWD,Public Works Roads Department,Kampur,782426,4.0,,,,21960000,AOC,True,"{'Flood': 1, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SOPD,Preparedness Measures,"{'protection': 1, 'road': 1}"
